utterance,emotion,did
"Das Setup, das ich gemacht habe, war: Laufwerk löschen > Welpe installieren > Anweisungen der Organisation_78 folgen > Anweisungen von Minecraft folgen",neutral,166
"ich habe mit person_490 (die sich mit puppy linux auskennt) gesprochen und es könnte möglich sein, die",neutral,166
Okay,neutral,166
Was ist Welpe Linux?,neutral,166
Ohhhh,neutral,382
Alles Gute Person_396 ;),joy,382
"Du wirst es knacken, Bruder :D",neutral,382
*Knacken,neutral,382
"Verpiss dich, das habe ich nicht 😏.",anger,382
Ich habe nur daa gut gemacht,neutral,382
waaas,surprise,382
"Sie haben gut gearbeitet, sind aber trotzdem nicht ausgewählt worden :/",surprise,382
"Ich weiß nicht, wo ich Fehler gemacht hätte",neutral,382
wie Sie dort jeden Tag gehen können ich wirklich dk,neutral,48
Respekt,neutral,48
"haha, geradeaus zu gehen ist gut",joy,48
"hierher zu kommen und dann zu gehen, ist eine Qual",non-neutral,48
hier = Hauptcampus lol,joy,48
ähh,neutral,48
Sind Sie jetzt auf dem Hauptcampus?,neutral,48
Jupp Haha heute ist Mittwoch,neutral,48
die Klasse im TAing ist Mo-Mi-Fri-RM,neutral,48
oder die neue name_1 oder die name_2 Kritik?,neutral,326
"Neue G-Wache ist Arsch, vielleicht die Kritik",non-neutral,326
Ich kann auf den BB-Schritt warten,neutral,326
"Ich dachte, Sie mögen den neuen Namen_1",surprise,326
"Könnte heute Abend zu person_483 gehen, wenn die Club-Sache früher endet",neutral,326
Oder wenn mir langweilig wird,neutral,326
"Könnte heute Abend zu person_483 gehen, wenn die Club-Sache früher endet",neutral,326
lolk,joy,326
Großer bauchiger Schritt ist Garbo,disgust,326
"Ich würde in hohem Maße nicht zustimmen, aber ok lol.",non-neutral,326
"Ich habe mit Freunden getestet, es gibt keine Situation, in der ich es jemals in einem der beiden Decks brauchen würde",neutral,326
"Außerdem überlege ich, auf Big Belly umzusteigen, weil sich die Legion langsam anfühlt",neutral,326
Belly ist überraschend stark,surprise,326
Zumindest würden Tests darauf hindeuten,neutral,326
Obwohl der Großteil der neuen Unterstützung zu langsam ist,non-neutral,326
"Ich mag einen guten Teil der neuen GN-Sachen, die sie haben.",neutral,326
"Vertrauen Sie mir, es ist furchtbar beim Testen",non-neutral,326
Das neue Zeug ist wahnsinnig langsam,non-neutral,326
"Yo für die Model Auditions, wie engagiert muss ich sein, um vorzusprechen? Loll",neutral,191
"Weil ich irgendwie nur zum Spaß ausprobieren will :P und ich weiß nicht wirklich, was mich erwartet",neutral,191
hahaha,non-neutral,191
jetzt einfach vorsprechen,neutral,191
sein super chill,neutral,191
und Sie werden in den nächsten Wochen eine E-Mail erhalten,neutral,191
"aber ich denke, wenn u erhalten in, theres Praxis eine Menge",neutral,191
"Lollllll also sagen wir, ich komme rein, ich könnte das Angebot rechts ablehnen...",neutral,191
Das war erstaunlich,joy,117
Sind Sie noch auf?,neutral,117
Hallo Sie,neutral,117
Ja,neutral,117
Trotzdem schläfrig,neutral,117
"Ich wünschte, du könntest das Lächeln sehen, das gerade über mein Gesicht kam",joy,117
Ich werde erst in 30 Tagen wieder zu Hause sein.,neutral,117
<3,joy,117
Ich werde ein bisschen herumstochern,neutral,117
Sind Sie sicher?,neutral,117
ja,neutral,117
Sie können ins Bett gehen,neutral,117
Ich bin unten und einigermaßen wach,neutral,117
meine Familie hat gerade einen Film gesehen,neutral,117
"Ich weiß nicht, was",neutral,117
Ok,neutral,117
"Yo, können Sie einen Beitrag auf FB machen und fragen, ob jemand DI/PM als Teil unserer Aufteilung übernehmen möchte",neutral,476
"Äh, sicher?",neutral,476
Preise für jedes btw?,neutral,476
"170, 100 DI erhält SGR und Mat",neutral,476
"Ich meine, die DI-Leute haben noch nicht geantwortet",neutral,476
So könnte es gehen,neutral,476
"Aber ich will, dass es schnell geht lol",neutral,476
"Kk Ich werde posten, wenn ich zurück bin",neutral,476
"Wenn die Leute den Preis senken wollen einfach Nachricht mir und ill tun die Mathematik zu sehen, ob seine alle gut",neutral,476
"Lol b4 your ass falls asleep email the probability stuff. Willst du überprüfen, ob der Scheiß stimmt?",neutral,353
"Verwenden Sie die Sache, die Person_186 auf Whatsapp gestellt hat",neutral,353
"Haben Sie eine Ahnung, wann er es geschickt hat, wenn Sie den eigentlichen Link nicht haben?",neutral,353
"Mitte Nachmittag, glaube ich",neutral,353
Sollte ein angehängtes pdf sein,neutral,353
Denn ich fühle mich wie 8 Billionen Links auf unserem Dingsbums,neutral,353
Ya ya ya ya ya ya,neutral,353
K cool Ich werde es überprüfen,neutral,353
Ich habe Ihr Handy-Ladegerät,neutral,192
"cool, danke",neutral,192
Kein Zeichen von Tasten,neutral,192
Das ist in Ordnung,neutral,192
Danke für Ihr Interesse,neutral,192
Natürlich,neutral,192
Ich liebe dich,joy,192
Ich habe es schon eine Weile nicht mehr gesagt,neutral,192
Ich liebe dich,joy,192
Ich vermisse dich,sadness,192
Ich vermisse dich auch,sadness,192
"Soll ich den Server von meinem Haus aus einrichten, damit Sie heute Abend darauf spielen können?",neutral,192
Wird das funktionieren?,neutral,192
Probs,neutral,192
"Oh nein, mein Internet wird ausfallen",non-neutral,192
Ich vergaß,non-neutral,192
Das nervt,non-neutral,192
Aufreißen,sadness,192
Ich werde einfach ein lokales Spiel spielen,neutral,192
Und machen Sie dieses Stipendium tatsächlich,neutral,192
(y),neutral,192
"Meine Omas reden wieder über ""schwarze Leute""",non-neutral,318
Oh Junge,surprise,318
"Ich wäre so viel glücklicher, wenn du hier wärst.",sadness,318
Ich vermisse dich,sadness,318
Meine Mutter ist eine königliche Nervensäge.,anger,318
Aw,sadness,318
Worüber?,neutral,318
"Im Grunde alles, was sie kann",non-neutral,318
Ich bin müde,sadness,318
"Sie sind krank, sie sollte Ihnen das Leben nicht schwerer machen",sadness,318
Es tut mir leid,sadness,318
"Ich wünschte, ich wäre dort",sadness,318
"Ich will nicht hören, wie sie wegen der Katze nach location_96 schreit oder sich darüber beschwert, wie leichtsinnig sie ist",non-neutral,318
Ich auch,sadness,318
"Ja, das ist nicht fair für Sie",sadness,318
Wir sind dabei zu gehen,neutral,318
Msg Sie heute Abend,neutral,318
(Mann) Okay. NOTAUFNAHME?,neutral,318
"Lassen Sie mich wissen, was sie sagen",neutral,318
Frühestens am Donnerstag,neutral,564
Ahh hab dich,neutral,564
Werden Sie 7seas machen?,neutral,564
"Nee, ich habe Person_279 gehandelt",neutral,564
Ahhh eisig,neutral,564
Gehandelt für,neutral,564
Gestern war so schlecht für mich fam :/,sadness,564
Was passiert,neutral,564
Alles ging schief fam :/,sadness,564
Oh wie während der Spiele,neutral,564
Nah während des Lebens,sadness,564
Oh Scheiße,surprise,564
Was ist passiert?,non-neutral,564
Ich hatte einen Autounfall,sadness,564
Person_280,neutral,564
Sie schlagen mich,non-neutral,564
Oh Scheiße,non-neutral,564
U in Ordnung,non-neutral,564
"Und dann schmeckte mein Essen wie Müll, alle meine Freunde in verschiedenen Wettbewerben wurden gefickt, meine Laborarbeit wurde vermasselt, ich musste mich mit der Familie meines Ex-GFs auseinandersetzen, meine Veranstaltung um 7 Uhr morgens war nicht das, was ich dachte, dass es war... mannnn",sadness,564
"Ja, mir geht's gut.",neutral,564
Dies ist passiert,neutral,564
Verdammt,surprise,564
Person_133,neutral,251
Person_134,neutral,251
"Hi hi hi ich möchte, dass Person_135 glücklich ist",neutral,251
Meer,neutral,251
Person_136,neutral,251
Bei mir hat der Vorderreifen fast den ganzen Luftdruck auf einmal verloren und ich bin mäßig schnell gefahren,fear,251
Wtf!!!!,surprise,251
Bist du okay?!,surprise,251
"Ja, mir geht es gut",neutral,251
Vordere Woche ist nicht,neutral,251
Gut ficken,non-neutral,251
Zum Reifen,neutral,251
Dummer Reifen hat fast meinen Gordito getötet,non-neutral,251
Der Roller ist also irgendwo gestrandet?,neutral,251
Oder haben Sie es nach Shilin geschafft,neutral,251
"Ich schaffe es, aber irgendetwas ist falsch, denn das letzte Mal in city_1 ist nie ok",neutral,251
"Und ich glaube, der Typ in Stadt_1 sagte uns, wir sollten etwas im Inneren reparieren.",neutral,251
Oh,neutral,251
Ich erinnere mich,neutral,251
Soll ich dich später suchen gehen?,neutral,251
Ich gehe shipai,neutral,251
Ach ja,neutral,251
Den Scooter dort stehen lassen?,neutral,251
Sie sind wach,surprise,223
Ich liebe dich,joy,223
Ja,neutral,223
Ich liebe dich,joy,223
"Ich sollte aufhören, im Bett zu liegen und Dinge zu tun",sadness,223
Ich muss duschen gehen,neutral,223
Gleiche,neutral,223
"Ja, es ist schon eine Weile her",neutral,223
Ich bin faul,neutral,223
Du machst mich fauler,neutral,223
<3 Jep,joy,223
Danke <3,joy,223
Ich rieche Pfannkuchen,neutral,223
Eifersüchtig,non-neutral,223
Ich vermisse den Wasserdruck vom College,sadness,223
Haha ja,joy,223
Die Einbauten waren aber scheiße,non-neutral,223
"Oder wie, heißer als ich wollte",neutral,223
"Ich habe viel darüber nachgedacht, den",neutral,223
"Haha ja, sie waren nicht die nettesten",neutral,223
"Wenn Sie mich das nächste Mal besuchen, habe ich ein eigenes Bad",neutral,223
Das wird schön sein,neutral,223
Deffs,neutral,223
"hey :) wissen Sie, was die Physik hw bedeutet?",neutral,271
"Uhh ich denke wie der Inhalt? Oder wenn es die Zahlen sind, dann mussten wir ein paar ausgedruckte Kapitel aus einem anderen Textbuch in Ghoshs Büro in Wean abholen und die Probleme sind in diesen Paketen",neutral,271
Ich habe es aber noch nicht getan,neutral,271
warten,neutral,271
dass wir etwas abholen sollten?,non-neutral,271
"Ja, ich glaube, er hat vor etwa einer Woche eine E-Mail verschickt?",neutral,271
D:,sadness,271
"Die meisten der Inhalt ist chem, und ich kann ein Bild der Fragen für u später nehmen, wenn u benötigen :)",neutral,271
wie groß ist die Packung?,neutral,271
"und das habe ich davon, wenn ich E-Mails nicht gründlich lese",non-neutral,271
"Es waren etwa drei, die jeweils die Länge eines Kapitels hatten, also etwa... 15 Blatt vielleicht?",neutral,271
15 pro Kapitel,neutral,271
oder insgesamt?,neutral,271
Pro Kapitel traurig,sadness,271
x.x,sadness,271
Bitte senden Sie mir die Fragen,neutral,271
"Wie viel brauchen wir Ihrer Meinung nach für die aktuellen Kapitel, um die hw",neutral,271
Oops (hat an Kunst gearbeitet) /nOK. Ich bin auf dem Weg nach Hause,neutral,2
Oh cool,joy,2
Zu Fuß zum Standort_83?,neutral,2
Ich werde bald da sein,neutral,2
Oh hoppla,surprise,2
Ich bin zu Person_2 gegangen,neutral,2
Können Sie das?,neutral,2
Ich bin 10 Minuten entfernt,neutral,2
"Ja, von hier aus steige ich am Standort_84 aus",neutral,2
"Sie kommen vom Standort_85, richtig?",neutral,2
Ja. Ich bin nur ein paar Minuten entfernt,neutral,2
"Cool! Es gibt einen Bus in 3m für mich, also werde ich den bis zum Standort_84 nehmen und dort warten",neutral,2
"Ich habe nicht erwartet, Sie zu sehen :)",joy,2
Sind Sie sicher?,surprise,2
Ja natürlich,joy,2
Ich liebe dich,joy,2
Ich liebe dich,joy,2
Waren die Gerichte nicht wie 1600,neutral,374
Haben wir noch etwas wie 2k?,neutral,374
Ja,neutral,374
die Gerichte sind bezahlt worden,neutral,374
"$1,567.84",neutral,374
wir haben,neutral,374
"Ach ja, wenn sie etwas vergessen haben",neutral,374
Es wird sich einfach überschlagen :D,joy,374
Und wir werden es brauchen,neutral,374
lol ja,neutral,374
für den Transport,neutral,374
"aber ich habe das Gefühl, dass wir etwas vergessen haben.",non-neutral,374
"Müssen wir nicht auch ein Überweisungsformular einreichen? Ich glaube, das war allerdings über den Sommer",neutral,374
"Nun, das spielt keine Rolle",neutral,374
Wir haben $1000 Puffer,neutral,374
haha (y),joy,374
und im schlimmsten Fall,neutral,374
wenn wir vergessen haben,neutral,374
Wir werden einfach jedem 10 oder so in Rechnung stellen,neutral,374
für das Abendessen,neutral,374
"Ich glaube, es rollt auch automatisch um oder so etwas.",neutral,374
Ich habe nur ein ti ti gesucht,neutral,374
oh das Guthaben auf dem Geschenkkonto rollt automatisch weiter,neutral,374
"aber ja, Anträge für Rollover sind im Juni",neutral,374
"zum Abendessen gab es cong you bing, Suppenknödel, Hackfleischnudel, Fisch, klebrigen Reisknödel",neutral,642
ein paar Brötchen zum Frühstück gekauft,neutral,642
Wie hast du mich genannt,non-neutral,642
Mama hat mir Spinat und Tofu mitgebracht,neutral,642
Tofu aller Art,neutral,642
ich habe dich nicht angerufen,neutral,642
Nannte mich einen Bing,neutral,642
bing ist gut,neutral,642
oh nein warum,surprise,642
Lol schön,joy,642
Was machen Sie morgen?,neutral,642
Nach ny gehen,neutral,642
gehen in das Land der hübschen das Zimmer,neutral,642
Was,surprise,642
Ohhh,surprise,638
Okay okay Person_396!,non-neutral,638
Ich habe immer noch keine Bilder von Star da :P,neutral,638
tom was UT da?,neutral,638
Tamil selvi,neutral,638
Person_397 ihre Mail sehen,neutral,638
ohh scheiße ich dachte es ist SEM da,surprise,638
Hat alle Noten,neutral,638
Studieren und lehren da,neutral,638
Pls da,neutral,638
götter,neutral,638
person_398 ich habe kein Handy da,neutral,638
"Ich weiß nicht, wie ich Tom Da kopieren werde",neutral,638
trauriger Bruder,sadness,638
Ich auchoooooo da,sadness,638
Person_398 Sie haben Vikrant auf Ihrer Seite,neutral,638
für mich?,neutral,638
"hey person_459 würden sie kurz einen blick auf dieses dokument werfen? ich bin mir nicht sicher, wie unsere werte für b und n im vergleich zu denen der anderen gruppen sind",neutral,62
"Bin gerade im Fitnessstudio, aber ich schaue nach, sobald ich zu Hause bin.",neutral,62
cool,joy,62
"Danke, dass Sie alles in Blätter gesetzt haben",joy,62
kein Problem,neutral,62
"Hast du die Rechnung bekommen, bevor wir gegangen sind?",neutral,62
Ich habe ein Foto von meinen Notizen gemacht,neutral,62
Ich habe die beiden wichtigen Gleichungen aufgeschrieben,neutral,62
"In Physik hat es für mich einfach nicht geklickt, aber es ist ziemlich einfach",neutral,62
Ich bin gerade noch einmal das Laborblatt durchgegangen,neutral,62
relevantes Material ist in Stift,neutral,62
andere Dinge sind wie Multinoten oder idk,neutral,62
Das leuchtet mir ein,neutral,62
cool,joy,62
"Ja, der Physikraum hat einfach etwas an sich, das meine Konzentrationsfähigkeit zunichte macht.",non-neutral,62
"msg mich, wenn Sie Zeit gefunden haben, es anzuschauen und ich werde ihm eine E-Mail schicken (oder Sie können es)",neutral,62
Wird gemacht,neutral,62
(y),neutral,62
Jetzt!,non-neutral,358
"Bin gerade fertig damit, Leute nach ihnen zu fragen haha",neutral,358
Woo!!! Yayayay :),joy,358
"Anscheinend organisiert ein Senior jedes Jahr eine Bestellung.  Ich weiß nicht, wer das dieses Jahr macht, aber es sieht so aus, als ob Sie bei der Bestellung einfach mitmachen könnten!",neutral,358
"Keine Sorge, dass ich nicht genug davon habe; ich hatte nur keine Ahnung, dass sie sie jedes Jahr bestellen",neutral,358
Ohhh gotcha gotcha,neutral,358
Lmk wen zu venmo und ich werde es tun ^_^,neutral,358
wird gemacht :),neutral,358
SMUG BOIS,non-neutral,231
"Ich bin froh, dass die Router so sicher sind",joy,231
:p,joy,231
"(Netgear-Router haben eine Schwachstelle, durch die man auf eine Root-Konsole auf dem Router gelangen kann, indem man sich einfach mit dem Netzwerk verbindet)",neutral,231
"Lol person_121 Ich kenne buchstäblich keines der Wörter, die Sie gerade gesagt haben",non-neutral,231
"oh ja, das ist kein Windows-Wort",neutral,231
"alle Mac/Linux-Computer haben ein Root-Konto, das einem Administrator oder SYSTEM-Benutzer unter Windows entspricht",neutral,231
"Bei Netgear-Routern wie meinem können Sie mit dem WLAN-Passwort in eine Eingabeaufforderung gelangen, in der Sie als root angemeldet sind",neutral,231
der normalerweise einen anderen Benutzernamen und ein anderes Passwort benötigt,neutral,231
Oh ok,neutral,231
Jedenfalls werde ich eine Portweiterleitung einrichten und Ihnen eine IP für heute geben,neutral,231
Ich bringe es morgen vorbei,neutral,231
"ich habe ein Stipendium für Computertechnik gefunden, das ich machen sollte",neutral,231
Kühl,non-neutral,231
Haben Sie meine E-Mail erhalten?,neutral,231
Auch ist dies durch CU? Denn ich habe einen Geschäftskredit,neutral,406
"Wenn ja, kann ich es an Person_494 weitergeben",neutral,406
"Nein, es ist das Deck meiner Freunde lol",joy,406
Was will er dafür,neutral,406
Und will er CU-Ladenguthaben? Weil ich am Ende zu viel hatte lol,non-neutral,406
"Ich glaube, er will nur Organisation_40 das ist alles, was er von mir verlangt hat",neutral,406
"K.K., wie viel?",neutral,406
"Oder ich könnte Person_438 fragen, es ist sein Deck, richtig?",neutral,406
"Er wollte, dass ich mich darum kümmere lol, aber er sagte, er will mindestens 350",neutral,406
Scheint steil zu sein,surprise,406
Ich denke darüber nach und melde mich bei Ihnen lol,neutral,406
Wir haben es ausgepreist und es ist über 500 lol,neutral,406
Ohhh Scheiße,surprise,406
"Ich glaube, ich habe gerade den besten Subreddit aller Zeiten gefunden",joy,396
link_13,neutral,396
Ich versteh's nicht,neutral,396
"Ist es wie mit dem Widerlegen von Sachen, die auf die Titelseite kommen?",neutral,396
"Macht nichts, ich glaube, ich kann folgen",neutral,396
location_16 ist ein seltsamer und weiter Ort,neutral,396
"Es zeigt Ihnen den Sinn von Clickbait-Artikeln, ohne dass Sie Zeit verschwenden müssen",neutral,396
"Ja, ich habe den ""Grilled Cheese"" angeklickt",neutral,396
"Sie haben eine Menge Zeit damit verbracht, über Pfadfinder zu reden",neutral,396
Und weitere Gespräche über verschiedene Professoren,neutral,396
"Es stellt sich heraus, dass Liebhaber von gegrilltem Käse keinen besseren Sex haben",surprise,396
Jeden Tag etwas Neues lernen,neutral,396
"Ich frage mich, ob Sie einige tolle Dinge lernen werden, die Sie nie in Betracht gezogen haben haha",neutral,285
"nein, wir sind mittelmäßig plus",non-neutral,285
Lol,joy,285
"Mann, ich werde mir einen Job suchen haha",neutral,285
Tvix jetzt 20% höher lol,non-neutral,285
Ficken,anger,285
Haha nun ja,joy,285
Ich kann es nicht einmal erklären,non-neutral,285
Viel Unsicherheit voraus,fear,285
